name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,km_per_year,price_category
Maruti Ritz VXi,2014.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,12.0,Maruti,2916.6666666666665,Mid-Range
Tata Indigo LS,2008.0,105000.0,90000.0,Diesel,Individual,Manual,First Owner,18.0,Tata,5000.0,Budget
Tata Indica Vista TDI LX,2013.0,185000.0,60000.0,Diesel,Individual,Manual,First Owner,13.0,Tata,4615.384615384615,Budget
Tata Indica Vista Quadrajet LS,2012.0,150000.0,80000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,5714.285714285715,Budget
Fiat Grande Punto EVO 1.3 Active,2014.0,260000.0,50000.0,Diesel,Individual,Manual,First Owner,12.0,Fiat,4166.666666666667,Mid-Range
Maruti Swift Dzire VDi,2012.0,450000.0,60000.0,Diesel,Individual,Manual,First Owner,14.0,Maruti,4285.714285714285,Mid-Range
Maruti Swift VXI Deca,2016.0,500000.0,38000.0,Petrol,Individual,Manual,First Owner,10.0,Maruti,3800.0,Mid-Range
Maruti Alto K10 2010-2014 VXI,2012.0,260000.0,40000.0,Petrol,Individual,Manual,First Owner,14.0,Maruti,2857.1428571428573,Mid-Range
Volkswagen Polo Diesel Trendline 1.2L,2012.0,265000.0,55000.0,None,Individual,Manual,Second Owner,14.0,Volkswagen,3928.5714285714284,Mid-Range
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017.0,750000.0,15000.0,Petrol,Individual,Manual,First Owner,9.0,Tata,1666.6666666666667,Luxury
Mahindra Thar CRDe,2017.0,800000.0,26000.0,Diesel,Individual,Manual,Second Owner,9.0,Mahindra,2888.8888888888887,Luxury
Toyota Innova 2.5 G1 BSIV,2012.0,950000.0,80000.0,Diesel,Individual,Manual,First Owner,14.0,Toyota,5714.285714285715,Luxury
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011.0,825000.0,120000.0,None,Individual,Manual,First Owner,15.0,Mitsubishi,8000.0,Luxury
Maruti 800 Std,2013.0,170000.0,60000.0,Petrol,Individual,Manual,First Owner,13.0,Maruti,4615.384615384615,Budget
Maruti Alto LX BSIII,2006.0,160000.0,60000.0,Petrol,Individual,Manual,Second Owner,20.0,Maruti,3000.0,Budget
Mahindra Scorpio 2.6 SLX CRDe,2006.0,300000.0,120000.0,Diesel,Individual,Manual,Second Owner,20.0,Mahindra,6000.0,Mid-Range
Datsun GO Plus A,2015.0,315000.0,45000.0,Petrol,Individual,Manual,Second Owner,11.0,Datsun,4090.909090909091,Mid-Range
Maruti 800 Std BSII,2006.0,90000.0,40000.0,Petrol,Individual,Manual,Second Owner,20.0,Maruti,2000.0,Budget
Maruti Wagon R VXI,2005.0,100000.0,100000.0,Petrol,None,Manual,Third Owner,21.0,Maruti,4761.9047619047615,Budget
Tata Indica GLS BS IV,2008.0,65000.0,110000.0,Petrol,Individual,Manual,Third Owner,18.0,Tata,6111.111111111111,Budget
Hyundai Verna 1.6 CRDI,2012.0,312000.0,90000.0,Diesel,Individual,Manual,First Owner,14.0,Hyundai,6428.571428571428,Mid-Range
Maruti Vitara Brezza LDi,2018.0,700000.0,25000.0,Diesel,None,Manual,First Owner,8.0,Maruti,3125.0,Luxury
Hyundai Santro Xing XL eRLX Euro III,2005.0,150000.0,47000.0,None,Individual,Manual,First Owner,21.0,Hyundai,2238.095238095238,Budget
Renault Fluence 1.5,2013.0,450000.0,60000.0,Diesel,Individual,Manual,First Owner,13.0,Renault,4615.384615384615,Mid-Range
Hyundai Verna Transform CRDi VGT ABS,2010.0,229999.0,120000.0,Diesel,Individual,Manual,Second Owner,16.0,Hyundai,7500.0,Budget
Maruti Swift Ldi BSIII,2008.0,111000.0,120000.0,Diesel,Individual,Manual,First Owner,18.0,Maruti,6666.666666666667,Budget
Ford Freestyle Titanium Plus Diesel,2019.0,750000.0,1001.0,Diesel,Dealer,Manual,First Owner,7.0,Ford,143.0,Luxury
Ford Figo 1.5P Titanium AT,2018.0,711000.0,1452.0,Petrol,Dealer,Manual,First Owner,8.0,Ford,181.5,Luxury
Ford Figo 1.5D Titanium MT,2017.0,600000.0,35122.0,Diesel,Dealer,Manual,First Owner,9.0,Ford,3902.4444444444443,Mid-Range
Maruti Swift Dzire VDI,2015.0,455000.0,92621.0,None,Dealer,Manual,First Owner,11.0,Maruti,8420.09090909091,Mid-Range
Datsun GO T Petrol,2015.0,225000.0,92198.0,Petrol,Dealer,Manual,Second Owner,11.0,Datsun,8381.636363636364,Budget
Maruti Swift Dzire VDI,2019.0,650000.0,5000.0,Diesel,Individual,Manual,First Owner,7.0,Maruti,714.2857142857143,Luxury
Chevrolet Beat LT,2013.0,200000.0,50000.0,Petrol,Individual,Manual,First Owner,13.0,Chevrolet,3846.153846153846,Budget
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,875000.0,74000.0,Diesel,None,Automatic,First Owner,10.0,Hyundai,7400.0,Luxury
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017.0,750000.0,40000.0,Diesel,Individual,Automatic,First Owner,9.0,Skoda,4444.444444444444,Luxury
Maruti Swift Dzire AMT VDI,2019.0,725000.0,22000.0,None,Individual,Automatic,First Owner,7.0,Maruti,3142.8571428571427,Luxury
Maruti Alto LXi,2014.0,100000.0,100000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti,8333.333333333334,Budget
Tata Hexa XT,2019.0,1100000.0,40000.0,Diesel,Individual,Manual,First Owner,7.0,Tata,5714.285714285715,Luxury
Ford Endeavour 3.2 Titanium AT 4X4,2017.0,2700000.0,30000.0,Diesel,Individual,Automatic,First Owner,9.0,Ford,3333.3333333333335,Luxury
Renault KWID RXT Optional,2016.0,280000.0,23000.0,Petrol,Individual,Manual,First Owner,10.0,Renault,2300.0,Mid-Range
Tata Indica Vista Aqua TDI BSIII,2009.0,150000.0,30000.0,Diesel,Individual,Manual,First Owner,17.0,Tata,1764.7058823529412,Budget
Tata Manza Aura Safire,2010.0,200000.0,50000.0,None,Individual,Manual,First Owner,16.0,Tata,3125.0,Budget
Maruti Ritz VDi,2010.0,148000.0,100000.0,Diesel,Individual,Manual,Second Owner,16.0,Maruti,6250.0,Budget
Maruti Swift Dzire VXi,2011.0,254999.0,70000.0,Petrol,Individual,Manual,Second Owner,15.0,Maruti,4666.666666666667,Mid-Range
Maruti Alto LX,2006.0,95000.0,90000.0,Petrol,Individual,Manual,Second Owner,20.0,Maruti,4500.0,Budget
Mahindra Bolero SLE BSIII,2007.0,185000.0,230000.0,Diesel,Individual,Manual,Second Owner,19.0,Mahindra,12105.263157894737,Budget
Tata Indica Vista Quadrajet VX,2012.0,185000.0,40000.0,Diesel,Individual,Manual,First Owner,14.0,Tata,2857.1428571428573,Budget
Renault KWID RXL,2019.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,7.0,Renault,2142.8571428571427,Mid-Range
Hyundai Verna VTVT 1.6 SX,2018.0,800000.0,60000.0,Petrol,Individual,Manual,First Owner,8.0,Hyundai,7500.0,Luxury
Maruti Zen LX,2000.0,60000.0,50000.0,Petrol,Individual,Manual,First Owner,26.0,Maruti,1923.076923076923,Budget
Fiat Punto 1.2 Active,2010.0,80000.0,50000.0,Petrol,Individual,Manual,Second Owner,16.0,Fiat,3125.0,Budget
Hyundai EON Era Plus,2013.0,250000.0,35000.0,Petrol,Individual,Manual,First Owner,13.0,Hyundai,2692.3076923076924,Mid-Range
Tata New Safari DICOR 2.2 EX 4x2,2010.0,250000.0,80000.0,Diesel,Individual,Manual,First Owner,16.0,Tata,5000.0,Mid-Range
Maruti Wagon R LXI BSIII,2014.0,125000.0,50000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti,4166.666666666667,Budget
Maruti Alto LXi BSII,2002.0,100000.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,24.0,Maruti,3333.3333333333335,Budget
Mahindra Scorpio M2DI,2010.0,480000.0,90000.0,Diesel,Individual,Manual,First Owner,16.0,Mahindra,5625.0,Mid-Range
Mahindra KUV 100 G80 K2,2018.0,320000.0,30000.0,Petrol,Individual,Manual,Second Owner,8.0,Mahindra,3750.0,Mid-Range
Maruti A-Star Vxi,2010.0,130000.0,70000.0,Petrol,Individual,Manual,Second Owner,16.0,Maruti,4375.0,Budget
Tata Indica DLS,2006.0,57000.0,80000.0,Diesel,Individual,Manual,Second Owner,20.0,Tata,4000.0,Budget
Hyundai Santro GLS I - Euro I,2005.0,75000.0,60000.0,Petrol,Individual,Manual,First Owner,21.0,Hyundai,2857.1428571428573,Budget
Maruti 800 DX,2003.0,60000.0,35000.0,Petrol,Individual,Manual,First Owner,23.0,Maruti,1521.7391304347825,Budget
Honda City 1.5 EXI S,2004.0,105000.0,100000.0,Petrol,Individual,Manual,Third Owner,22.0,Honda,4545.454545454545,Budget
Maruti Wagon R LXI DUO BSIII,2008.0,125000.0,152000.0,LPG,None,Manual,Second Owner,18.0,Maruti,8444.444444444445,Budget
Maruti Zen LXI,1998.0,69000.0,70000.0,Petrol,Individual,Manual,Second Owner,28.0,Maruti,2500.0,Budget
Tata Indigo LX,2012.0,130000.0,90000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,6428.571428571428,Budget
Maruti Baleno Zeta 1.2,2019.0,630000.0,40000.0,Petrol,Individual,Manual,First Owner,7.0,Maruti,5714.285714285715,Luxury
Honda Amaze E i-VTEC,2016.0,330000.0,50000.0,Petrol,Individual,Manual,Second Owner,10.0,Honda,5000.0,Mid-Range
Maruti Wagon R VXI BS IV,2014.0,340000.0,15000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti,1250.0,Mid-Range
Hyundai Santro Xing XG eRLX Euro III,2006.0,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,20.0,Hyundai,6000.0,Budget
Tata Safari Storme EX,2014.0,550000.0,78322.0,Diesel,Individual,Manual,First Owner,12.0,Tata,6526.833333333333,Mid-Range
Maruti Ertiga VDI,2014.0,480000.0,110000.0,Diesel,Individual,Manual,Second Owner,12.0,Maruti,9166.666666666666,Mid-Range
Hyundai Verna 1.6 SX CRDi (O),2013.0,315000.0,80000.0,Diesel,Individual,Manual,Second Owner,13.0,Hyundai,6153.846153846154,Mid-Range
Ford Fiesta Titanium 1.5 TDCi,2012.0,165000.0,120000.0,Diesel,Individual,Manual,First Owner,14.0,Ford,8571.42857142857,Budget
Chevrolet Beat LS,2016.0,170000.0,125000.0,Petrol,Individual,Manual,First Owner,10.0,Chevrolet,12500.0,Budget
Maruti Baleno Delta 1.2,2018.0,550000.0,60000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti,7500.0,Mid-Range
Volkswagen Ameo 1.2 MPI Trendline,2018.0,465000.0,13000.0,Petrol,Individual,Manual,First Owner,8.0,Volkswagen,1625.0,Mid-Range
Tata Indica Vista Quadrajet LX,2012.0,120000.0,80000.0,None,Individual,Manual,Third Owner,14.0,Tata,5714.285714285715,Budget
Hyundai Verna 1.6 Xi ABS,2008.0,220000.0,54309.0,Petrol,Individual,Manual,First Owner,18.0,Hyundai,3017.1666666666665,Budget
Ford Figo Diesel LXI,2011.0,180000.0,70000.0,Diesel,Individual,Manual,Second Owner,15.0,Ford,4666.666666666667,Budget
Chevrolet Aveo 1.6 LT,2006.0,150000.0,34600.0,Petrol,Individual,Manual,Third Owner,20.0,Chevrolet,1730.0,Budget
Tata Zest Revotron 1.2T XMS,2016.0,520000.0,25000.0,Petrol,Individual,Manual,First Owner,10.0,Tata,2500.0,Mid-Range
Tata Safari Storme EX,2013.0,430000.0,80000.0,Diesel,None,Manual,Third Owner,13.0,Tata,6153.846153846154,Mid-Range
Mahindra Bolero DI DX 8 Seater,2009.0,300000.0,55000.0,Diesel,Individual,Manual,Second Owner,17.0,Mahindra,3235.294117647059,Mid-Range
Hyundai Venue SX Opt Diesel,2020.0,1000000.0,5000.0,None,Individual,Manual,First Owner,6.0,Hyundai,833.3333333333334,Luxury
Honda WR-V i-DTEC VX,2017.0,725000.0,30000.0,Diesel,Individual,Manual,First Owner,9.0,Honda,3333.3333333333335,Luxury
Hyundai Verna 1.4 EX,2011.0,500000.0,31000.0,Diesel,Individual,Manual,First Owner,15.0,Hyundai,2066.6666666666665,Mid-Range
Maruti Wagon R LXI BS IV,2011.0,250000.0,50000.0,None,Individual,Manual,First Owner,15.0,Maruti,3333.3333333333335,Mid-Range
Maruti Swift Dzire VDI,2018.0,700000.0,38217.0,Diesel,Individual,Manual,First Owner,8.0,Maruti,4777.125,Luxury
Ford Figo Petrol ZXI,2011.0,185000.0,50000.0,Petrol,None,Manual,Third Owner,15.0,Ford,3333.3333333333335,Budget
Tata Hexa XT,2019.0,1100000.0,40000.0,Diesel,Individual,Manual,First Owner,7.0,Tata,5714.285714285715,Luxury
Hyundai Santro LP zipPlus,2001.0,52000.0,50000.0,Petrol,Individual,Manual,Third Owner,25.0,Hyundai,2000.0,Budget
Hyundai i20 Active 1.2 S,2017.0,600000.0,10000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,1111.111111111111,Mid-Range
Tata Harrier XZ BSIV,2019.0,1700000.0,10000.0,Diesel,Individual,Manual,First Owner,7.0,Tata,1428.5714285714287,Luxury
Nissan Terrano XL Plus 85 PS,2015.0,451000.0,100000.0,Diesel,Individual,Manual,First Owner,11.0,Nissan,9090.90909090909,Mid-Range
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,370000.0,60000.0,Petrol,Individual,Manual,First Owner,10.0,Mahindra,6000.0,Mid-Range
Ford Endeavour 3.2 Titanium AT 4X4,2017.0,2700000.0,60000.0,Diesel,Individual,Automatic,First Owner,9.0,Ford,6666.666666666667,Luxury
Renault KWID RXT Optional,2016.0,280000.0,23000.0,Petrol,Individual,Manual,First Owner,10.0,Renault,2300.0,Mid-Range
Maruti Wagon R VXI BS IV,2014.0,350000.0,30000.0,Petrol,None,Manual,First Owner,12.0,Maruti,2500.0,Mid-Range
Hyundai i10 Sportz,2011.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,15.0,Hyundai,3333.3333333333335,Mid-Range
Maruti Ignis 1.2 Delta BSIV,2019.0,500000.0,15000.0,Petrol,Individual,Manual,First Owner,7.0,Maruti,2142.8571428571427,Mid-Range
Tata Indica Vista Aqua TDI BSIII,2009.0,150000.0,30000.0,Diesel,Individual,Manual,First Owner,17.0,Tata,1764.7058823529412,Budget
Chevrolet Spark 1.0 LS,2010.0,175000.0,45000.0,Petrol,Individual,Manual,Second Owner,16.0,Chevrolet,2812.5,Budget
Chevrolet Spark 1.0 LS,2009.0,170000.0,44800.0,Petrol,Individual,Manual,Second Owner,17.0,Chevrolet,2635.294117647059,Budget
Hyundai Creta 1.4 E Plus,2018.0,800000.0,52000.0,Diesel,Individual,Manual,First Owner,8.0,Hyundai,6500.0,Luxury
Tata Hexa XTA,2017.0,1200000.0,50000.0,Diesel,None,Automatic,First Owner,9.0,Tata,5555.555555555556,Luxury
Toyota Corolla Altis 1.8 J,2014.0,400000.0,35000.0,Petrol,Individual,Manual,Second Owner,12.0,Toyota,2916.6666666666665,Mid-Range
Maruti Ritz VDi,2014.0,148000.0,60000.0,None,Individual,Manual,Second Owner,12.0,Maruti,5000.0,Budget
Tata Manza Club Class Quadrajet90 LS,2014.0,200000.0,100000.0,Diesel,Individual,Manual,First Owner,12.0,Tata,8333.333333333334,Budget
Maruti Swift Dzire VDI,2016.0,284000.0,40000.0,Diesel,Individual,Manual,Second Owner,10.0,Maruti,4000.0,Mid-Range
Maruti Wagon R VXI Minor,2007.0,80000.0,60000.0,Petrol,Individual,Manual,Third Owner,19.0,Maruti,3157.8947368421054,Budget
Hyundai Accent Executive,2011.0,150000.0,60000.0,Petrol,Individual,Manual,First Owner,15.0,Hyundai,4000.0,Budget
Tata Manza Aura (ABS) Safire BS IV,2010.0,110000.0,77073.0,Petrol,Individual,Manual,Second Owner,16.0,Tata,4817.0625,Budget
Toyota Innova 2.5 G (Diesel) 7 Seater,2013.0,800000.0,186000.0,Diesel,Individual,Manual,Third Owner,13.0,Toyota,14307.692307692309,Luxury
Mahindra Scorpio M2DI,2014.0,550000.0,90000.0,None,Individual,Manual,First Owner,12.0,Mahindra,7500.0,Mid-Range
Maruti Alto LX BSIII,2007.0,125000.0,100000.0,Petrol,Individual,Manual,First Owner,19.0,Maruti,5263.1578947368425,Budget
Chevrolet Beat LT,2010.0,135000.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,Chevrolet,5000.0,Budget
Mahindra Scorpio LX BSIV,2012.0,349000.0,150000.0,Diesel,Individual,Manual,First Owner,14.0,Mahindra,10714.285714285714,Mid-Range
Maruti Swift VDI BSIV,2014.0,458000.0,80000.0,Diesel,Individual,Manual,First Owner,12.0,Maruti,6666.666666666667,Mid-Range
Maruti Alto K10 VXI,2018.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti,4375.0,Mid-Range
Maruti Alto LXi,2008.0,95000.0,70000.0,Petrol,Individual,Manual,First Owner,18.0,Maruti,3888.8888888888887,Budget
Maruti S-Cross Zeta DDiS 200 SH,2018.0,850000.0,50000.0,None,Individual,Manual,First Owner,8.0,Maruti,6250.0,Luxury
Ford Figo Diesel Celebration Edition,2013.0,190000.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,Ford,9230.76923076923,Budget
Toyota Innova 2.0 VX 7 Seater,2014.0,320000.0,60000.0,Petrol,Individual,Manual,Third Owner,12.0,Toyota,5000.0,Mid-Range
Maruti Alto 800 CNG LXI Optional,2019.0,300000.0,120000.0,CNG,Individual,Manual,First Owner,7.0,Maruti,17142.85714285714,Mid-Range
Maruti Ritz LXi,2016.0,275000.0,160000.0,Petrol,Individual,Manual,First Owner,10.0,Maruti,16000.0,Mid-Range
Chevrolet Aveo 1.6 LT with ABS,2010.0,140000.0,120000.0,Petrol,Individual,Manual,Second Owner,16.0,Chevrolet,7500.0,Budget
Tata Altroz XZ,2020.0,830000.0,10000.0,Petrol,Individual,Manual,First Owner,6.0,Tata,1666.6666666666667,Luxury
Volkswagen Polo SR Petrol 1.2L,2013.0,380000.0,50000.0,Petrol,Individual,Manual,First Owner,13.0,Volkswagen,3846.153846153846,Mid-Range
Chevrolet Spark 1.0 LS,2008.0,50000.0,70000.0,Petrol,Individual,Manual,First Owner,18.0,Chevrolet,3888.8888888888887,Budget
Mahindra Bolero SLX,2014.0,155000.0,100000.0,Diesel,Individual,Manual,First Owner,12.0,Mahindra,8333.333333333334,Budget
Mahindra Bolero SLX,2008.0,155000.0,60000.0,None,Individual,Manual,First Owner,18.0,Mahindra,3333.3333333333335,Budget
Skoda Superb 1.8 TFSI MT,2010.0,300000.0,80000.0,Petrol,Individual,Manual,First Owner,16.0,Skoda,5000.0,Mid-Range
Tata Tiago 2019-2020 XE Diesel,2016.0,385000.0,38000.0,Diesel,Dealer,Manual,First Owner,10.0,Tata,3800.0,Mid-Range
Maruti Wagon R LXI,2010.0,221000.0,51000.0,Petrol,Dealer,Manual,First Owner,16.0,Maruti,3187.5,Budget
Tata Tiago 1.05 Revotorq XE,2016.0,381000.0,38000.0,Diesel,Dealer,Manual,First Owner,10.0,Tata,3800.0,Mid-Range
Maruti Alto 800 LXI,2015.0,250999.0,35000.0,Petrol,Dealer,Manual,First Owner,11.0,Maruti,3181.818181818182,Mid-Range
Hyundai Santro LS zipPlus,2002.0,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,24.0,Hyundai,5000.0,Budget
Tata Tiago 1.05 Revotorq XE,2016.0,380000.0,38000.0,Diesel,Dealer,Manual,First Owner,10.0,Tata,3800.0,Mid-Range
Skoda Laura L n K 1.9 PD,2008.0,180000.0,144000.0,Diesel,Individual,Manual,Third Owner,18.0,Skoda,8000.0,Budget
Maruti Ciaz ZDi Plus,2017.0,751000.0,64000.0,Diesel,Dealer,Manual,First Owner,9.0,Maruti,7111.111111111111,Luxury
Mahindra XUV500 AT W10 FWD,2015.0,1250000.0,60000.0,Diesel,Dealer,Automatic,First Owner,11.0,Mahindra,5454.545454545455,Luxury
Hyundai EON 1.0 Era Plus,2014.0,229999.0,65000.0,Petrol,Dealer,Manual,First Owner,12.0,Hyundai,5416.666666666667,Budget
Tata Safari Storme EX,2019.0,1250000.0,24000.0,Diesel,Individual,Manual,First Owner,7.0,Tata,3428.5714285714284,Luxury
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014.0,780000.0,58000.0,Diesel,Dealer,Manual,Second Owner,12.0,Mahindra,4833.333333333333,Luxury
Maruti Alto 800 LXI,2016.0,245000.0,68000.0,Petrol,Dealer,Manual,First Owner,10.0,Maruti,6800.0,Budget
Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,509999.0,44000.0,Diesel,Dealer,Manual,First Owner,9.0,Hyundai,4888.888888888889,Mid-Range
Tata Nano CX SE,2015.0,110000.0,60000.0,Petrol,Dealer,Manual,First Owner,11.0,Tata,5454.545454545455,Budget
Volkswagen Polo Diesel Highline 1.2L,2013.0,400000.0,75000.0,Diesel,Dealer,Manual,First Owner,13.0,Volkswagen,5769.2307692307695,Mid-Range
Maruti Swift VXI,2014.0,370000.0,90000.0,Petrol,Individual,Manual,First Owner,12.0,Maruti,7500.0,Mid-Range
Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,Diesel,Individual,Manual,Second Owner,19.0,Hyundai,4210.526315789473,Budget
Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,Petrol,Individual,Automatic,Second Owner,28.0,Mercedes-Benz,1250.0,Luxury
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,13.0,Maruti,1923.076923076923,Budget
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,13.0,Maruti,1923.076923076923,Budget
Hyundai Verna 1.6 SX CRDi (O),2013.0,335000.0,110000.0,Diesel,Individual,Manual,Third Owner,13.0,Hyundai,8461.538461538461,Mid-Range
Maruti Omni 8 Seater BSIV,2013.0,170000.0,35000.0,Petrol,Individual,Manual,First Owner,13.0,Maruti,2692.3076923076924,Budget
Maruti Alto 800 LXI,2019.0,295000.0,10000.0,Petrol,Individual,Manual,First Owner,7.0,Maruti,1428.5714285714287,Mid-Range
Renault KWID RXL,2019.0,375000.0,10000.0,None,Individual,Manual,First Owner,7.0,Renault,1428.5714285714287,Mid-Range
Hyundai EON Era Plus,2012.0,215000.0,70000.0,Petrol,Individual,Manual,Second Owner,14.0,Hyundai,5000.0,Budget
Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,150000.0,60000.0,Diesel,Individual,Manual,Second Owner,17.0,Ford,3529.4117647058824,Budget
Maruti Alto LXI,2003.0,60000.0,5000.0,Petrol,None,Manual,Second Owner,23.0,Maruti,217.3913043478261,Budget
Maruti Alto LX,2006.0,52000.0,120000.0,Petrol,Individual,Manual,Third Owner,20.0,Maruti,6000.0,Budget
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009.0,80000.0,60000.0,LPG,Individual,Manual,Second Owner,17.0,Maruti,3529.4117647058824,Budget
Maruti Alto LX,2012.0,140000.0,70000.0,Petrol,None,Manual,Second Owner,14.0,Maruti,5000.0,Budget
Hyundai Verna i (Petrol),2008.0,120000.0,90000.0,Petrol,Individual,Manual,Second Owner,18.0,Hyundai,5000.0,Budget
Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000.0,120000.0,Diesel,None,Manual,Third Owner,20.0,Ford,6000.0,Budget
Toyota Etios VD,2016.0,450000.0,50000.0,Diesel,Individual,Manual,First Owner,10.0,Toyota,5000.0,Mid-Range
Mahindra XUV500 W7,2018.0,1150000.0,58000.0,Diesel,Individual,Manual,First Owner,8.0,Mahindra,7250.0,Luxury
Maruti Baleno Delta 1.3,2018.0,650000.0,15000.0,Diesel,Individual,Manual,First Owner,8.0,Maruti,1875.0,Luxury
Tata Nano Twist XT,2015.0,73000.0,57000.0,Petrol,Individual,Manual,First Owner,11.0,Tata,5181.818181818182,Budget
Maruti Swift VDI BSIV,2015.0,400000.0,87000.0,None,Individual,Manual,Third Owner,11.0,Maruti,7909.090909090909,Mid-Range
Renault KWID 1.0 RXT Optional,2017.0,300000.0,70000.0,Petrol,Individual,Manual,First Owner,9.0,Renault,7777.777777777777,Mid-Range
Maruti Wagon R AX,2012.0,300000.0,30000.0,Petrol,Individual,Automatic,Second Owner,14.0,Maruti,2142.8571428571427,Mid-Range
Hyundai Santro Xing GLS,2014.0,200000.0,100000.0,Petrol,Individual,Manual,Second Owner,12.0,Hyundai,8333.333333333334,Budget
Maruti Swift VXI,2019.0,580000.0,40000.0,Petrol,Individual,Manual,First Owner,7.0,Maruti,5714.285714285715,Mid-Range
Hyundai Grand i10 1.2 Kappa Asta,2017.0,550000.0,3917.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,435.22222222222223,Mid-Range
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,190000.0,160000.0,Diesel,Individual,Manual,Second Owner,19.0,Mahindra,8421.052631578947,Budget
Tata Tiago 1.05 Revotorq XT Option,2017.0,450000.0,35000.0,Diesel,Individual,Manual,First Owner,9.0,Tata,3888.8888888888887,Mid-Range
Chevrolet Spark 1.0 LS,2014.0,220000.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,Chevrolet,5833.333333333333,Budget
Maruti SX4 ZXI MT BSIV,2012.0,310000.0,69069.0,Petrol,Dealer,Manual,First Owner,14.0,Maruti,4933.5,Mid-Range
Hyundai Elite i20 Sportz Plus BSIV,2019.0,650000.0,13500.0,None,Individual,Manual,First Owner,7.0,Hyundai,1928.5714285714287,Luxury
Maruti Wagon R Stingray VXI,2014.0,300000.0,59059.0,Petrol,Dealer,Manual,First Owner,12.0,Maruti,4921.583333333333,Mid-Range
Hyundai Accent Executive,2013.0,200000.0,60000.0,Petrol,Individual,Manual,First Owner,13.0,Hyundai,4615.384615384615,Budget
Hyundai Verna Transform SX VTVT,2014.0,370000.0,55168.0,Petrol,Individual,Manual,Second Owner,12.0,Hyundai,4597.333333333333,Mid-Range
Hyundai i20 1.2 Sportz,2013.0,375000.0,41041.0,Petrol,Dealer,Manual,First Owner,13.0,Hyundai,3157.0,Mid-Range
Hyundai i10 Magna,2009.0,235000.0,67067.0,Petrol,Dealer,Manual,First Owner,17.0,Hyundai,3945.1176470588234,Budget
Hyundai i10 Sportz 1.2 AT,2013.0,345000.0,66066.0,Petrol,Dealer,Automatic,First Owner,13.0,Hyundai,5082.0,Mid-Range
Mahindra Quanto C8,2013.0,365000.0,60000.0,Diesel,Dealer,Manual,First Owner,13.0,Mahindra,4615.384615384615,Mid-Range
Hyundai Grand i10 Sportz,2014.0,400000.0,48000.0,Petrol,Individual,Manual,First Owner,12.0,Hyundai,4000.0,Mid-Range
Hyundai EON D Lite Plus,2015.0,250000.0,30000.0,Petrol,Individual,Manual,First Owner,11.0,Hyundai,2727.2727272727275,Mid-Range
Hyundai Verna SX CRDi AT,2012.0,465000.0,70070.0,Diesel,Dealer,Automatic,First Owner,14.0,Hyundai,5005.0,Mid-Range
Renault KWID RXT,2017.0,300000.0,10000.0,Petrol,Individual,Manual,First Owner,9.0,Renault,1111.111111111111,Mid-Range
Maruti Swift Dzire ZXI 1.2 BS IV,2018.0,655000.0,25000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti,3125.0,Luxury
Maruti Wagon R LXI CNG,2016.0,350000.0,30000.0,CNG,Individual,Manual,Second Owner,10.0,Maruti,3000.0,Mid-Range
Hyundai i10 Sportz 1.2 AT,2015.0,500000.0,60000.0,Petrol,Dealer,Automatic,First Owner,11.0,Hyundai,5454.545454545455,Mid-Range
Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,Petrol,Dealer,Automatic,First Owner,11.0,Hyundai,5733.0,Mid-Range
